SKU;FamilyID;Brand;CategoryID;PrezzoListino;MargineUnitario;ClasseABC;MoverClass;Critico_VOR;LeadTimeFornitore_gg
MLT-04-0247;MLT;Manitou;C04;316,56;0,35;B;Medium;1;3
TMM-04-0578;TMM;Manitou;C04;972,72;0,369;B;Medium;1;14
LOAD-10-0762;LOAD;Gehl;C10;332,72;0,362;B;Medium;0;30
MT-09-0090;MT;Manitou;C09;143,06;0,455;B;Medium;1;45
LOAD-M-06-0836;LOAD-M;Mustang;C06;125,62;0,352;B;Medium;1;3
TMM-08-0589;TMM;Manitou;C08;33,22;0,414;B;Medium;0;45
AWP-04-0663;AWP;Manitou;C04;659,95;0,286;B;Medium;1;10
MLT-10-0217;MLT;Manitou;C10;481,37;0,272;B;Medium;0;10
AWP-08-0639;AWP;Manitou;C08;21,0;0,436;B;Medium;0;3
MRT-01-0449;MRT;Manitou;C01;66,15;0,46;B;Medium;0;14
MRT-02-0440;MRT;Manitou;C02;342,02;0,298;B;Medium;1;5
LOAD-M-09-0818;LOAD-M;Mustang;C09;105,04;0,379;B;Medium;0;45
LOAD-M-08-0851;LOAD-M;Mustang;C08;61,1;0,414;B;Medium;1;45
TMM-06-0583;TMM;Manitou;C06;132,3;0,394;B;Medium;1;45
MI-MC-07-0460;MI-MC;Manitou;C07;349,05;0,16;B;Medium;0;21
LOAD-06-0796;LOAD;Gehl;C06;91,25;0,328;B;Medium;0;3
LOAD-04-0744;LOAD;Gehl;C04;367,7;0,26;B;Medium;1;14
MT-06-0100;MT;Manitou;C06;168,72;0,357;B;Medium;0;30
MI-MC-06-0519;MI-MC;Manitou;C06;77,54;0,406;B;Medium;0;10
TMM-04-0617;TMM;Manitou;C04;350,7;0,354;B;Medium;1;10
MI-MC-06-0487;MI-MC;Manitou;C06;131,52;0,328;B;Medium;1;3
MRT-09-0417;MRT;Manitou;C09;347,46;0,422;B;Medium;0;30
MLT-02-0339;MLT;Manitou;C02;139,51;0,36;B;Medium;0;5
MLT-06-0304;MLT;Manitou;C06;108,61;0,409;B;Medium;1;3
MRT-06-0399;MRT;Manitou;C06;78,96;0,321;B;Medium;0;3
AWP-10-0628;AWP;Manitou;C10;420,76;0,364;B;Medium;0;21
MT-06-0181;MT;Manitou;C06;129,9;0,349;B;Medium;0;5
MLT-07-0352;MLT;Manitou;C07;206,02;0,275;B;Medium;0;14
MRT-04-0384;MRT;Manitou;C04;638,96;0,356;B;Medium;0;7
MT-08-0186;MT;Manitou;C08;66,98;0,481;B;Medium;0;10
MLT-07-0227;MLT;Manitou;C07;142,61;0,214;B;Medium;1;3
MLT-04-0245;MLT;Manitou;C04;172,23;0,333;B;Medium;0;21
LOAD-M-04-0871;LOAD-M;Mustang;C04;849,9;0,279;B;Medium;0;45
MLT-08-0208;MLT;Manitou;C08;42,98;0,395;B;Medium;0;3
LOAD-03-0715;LOAD;Gehl;C03;338,2;0,341;B;Medium;0;21
LOAD-M-05-0877;LOAD-M;Mustang;C05;146,5;0,395;B;Medium;1;5
MI-MC-01-0507;MI-MC;Manitou;C01;79,12;0,437;B;Medium;1;3
MLT-06-0350;MLT;Manitou;C06;215,01;0,358;B;Medium;0;5
MLT-03-0353;MLT;Manitou;C03;505,1;0,245;B;Medium;1;45
MT-06-0010;MT;Manitou;C06;161,15;0,371;B;Medium;0;14
AWP-02-0688;AWP;Manitou;C02;362,8;0,291;B;Medium;0;5
LOAD-09-0773;LOAD;Gehl;C09;283,94;0,345;B;Medium;0;14
MLT-07-0298;MLT;Manitou;C07;398,08;0,23;B;Medium;0;45
AWP-09-0668;AWP;Manitou;C09;111,33;0,384;B;Medium;1;21
MRT-09-0439;MRT;Manitou;C09;224,57;0,447;B;Medium;0;10
TMM-07-0611;TMM;Manitou;C07;161,4;0,243;B;Medium;0;45
AWP-03-0698;AWP;Manitou;C03;440,1;0,284;B;Medium;0;21
LOAD-09-0784;LOAD;Gehl;C09;96,68;0,38;B;Medium;0;45
MLT-03-0319;MLT;Manitou;C03;511,16;0,295;B;Medium;1;10
MRT-02-0409;MRT;Manitou;C02;311,62;0,32;B;Medium;0;3
MI-MC-02-0525;MI-MC;Manitou;C02;287,23;0,363;B;Medium;1;3
MI-MC-06-0490;MI-MC;Manitou;C06;209,04;0,34;B;Medium;1;45
LOAD-M-07-0829;LOAD-M;Mustang;C07;203,7;0,165;B;Medium;0;14
MT-05-0173;MT;Manitou;C05;152,38;0,344;B;Medium;1;30
MT-02-0135;MT;Manitou;C02;371,89;0,353;B;Medium;0;45
MLT-10-0265;MLT;Manitou;C10;310,16;0,381;B;Medium;0;10
MLT-05-0244;MLT;Manitou;C05;90,08;0,336;B;Medium;1;14
MRT-09-0404;MRT;Manitou;C09;172,83;0,386;B;Medium;1;14
MRT-06-0400;MRT;Manitou;C06;104,63;0,4;B;Medium;1;14
MLT-10-0309;MLT;Manitou;C10;285,5;0,27;B;Medium;0;3
MI-MC-05-0523;MI-MC;Manitou;C05;151,53;0,334;B;Medium;0;14
AWP-10-0665;AWP;Manitou;C10;464,43;0,332;B;Medium;0;7
MRT-02-0410;MRT;Manitou;C02;285,4;0,336;B;Medium;1;45
LOAD-M-02-0849;LOAD-M;Mustang;C02;258,08;0,298;B;Medium;0;21
LOAD-M-07-0844;LOAD-M;Mustang;C07;216,04;0,229;B;Medium;0;3
MI-MC-01-0505;MI-MC;Manitou;C01;41,46;0,455;B;Medium;0;3
MRT-10-0434;MRT;Manitou;C10;308,5;0,274;B;Medium;0;21
MLT-04-0315;MLT;Manitou;C04;610,02;0,28;B;Medium;1;10
MT-07-0014;MT;Manitou;C07;359,73;0,266;B;Medium;0;30
MI-MC-06-0480;MI-MC;Manitou;C06;158,74;0,411;B;Medium;1;10
MRT-08-0390;MRT;Manitou;C08;64,81;0,399;B;Medium;0;3
TMM-10-0604;TMM;Manitou;C10;400,0;0,273;B;Medium;0;21
MLT-10-0214;MLT;Manitou;C10;190,32;0,373;B;Medium;0;45
MT-05-0041;MT;Manitou;C05;259,88;0,436;B;Medium;0;10
MT-01-0127;MT;Manitou;C01;75,87;0,461;C;Slow;0;30
MT-05-0187;MT;Manitou;C05;217,01;0,402;C;Slow;0;21
TMM-07-0563;TMM;Manitou;C07;414,4;0,252;C;Slow;0;14
TMM-07-0594;TMM;Manitou;C07;277,56;0,173;C;Slow;0;10
TMM-10-0620;TMM;Manitou;C10;368,67;0,33;C;Slow;0;5
MLT-05-0221;MLT;Manitou;C05;193,66;0,401;C;Slow;1;3
MLT-04-0310;MLT;Manitou;C04;722,48;0,254;C;Slow;1;5
MRT-05-0433;MRT;Manitou;C05;242,16;0,407;C;Slow;1;7
MT-10-0164;MT;Manitou;C10;284,54;0,37;C;Slow;0;45
MLT-09-0243;MLT;Manitou;C09;310,54;0,425;C;Slow;1;45
MT-10-0006;MT;Manitou;C10;211,1;0,352;C;Slow;0;45
LOAD-M-04-0842;LOAD-M;Mustang;C04;434,69;0,289;C;Slow;0;3
MRT-10-0376;MRT;Manitou;C10;173,75;0,277;C;Slow;0;21
MT-02-0005;MT;Manitou;C02;281,38;0,357;C;Slow;1;3
MT-08-0155;MT;Manitou;C08;58,22;0,474;C;Slow;0;14
MT-06-0098;MT;Manitou;C06;111,63;0,406;C;Slow;1;14
AWP-06-0640;AWP;Manitou;C06;110,54;0,38;C;Slow;1;45
MLT-01-0197;MLT;Manitou;C01;56,68;0,442;C;Slow;0;45
MT-09-0077;MT;Manitou;C09;239,75;0,426;C;Slow;0;14
LOAD-02-0723;LOAD;Gehl;C02;101,08;0,355;C;Slow;0;7
LOAD-10-0800;LOAD;Gehl;C10;409,09;0,385;C;Slow;0;21
MI-MC-10-0486;MI-MC;Manitou;C10;392,55;0,367;C;Slow;0;21
MI-MC-06-0544;MI-MC;Manitou;C06;62,11;0,396;C;Slow;0;7
LOAD-M-05-0827;LOAD-M;Mustang;C05;153,99;0,385;C;Slow;1;10
MI-MC-05-0470;MI-MC;Manitou;C05;225,2;0,34;C;Slow;1;30
MT-02-0193;MT;Manitou;C02;271,82;0,312;C;Slow;0;3
MT-09-0180;MT;Manitou;C09;175,43;0,442;C;Slow;0;3
MT-04-0015;MT;Manitou;C04;287,76;0,271;C;Slow;1;7
MT-04-0147;MT;Manitou;C04;299,38;0,25;C;Slow;0;5
AWP-09-0625;AWP;Manitou;C09;240,61;0,418;C;Slow;0;3
LOAD-06-0726;LOAD;Gehl;C06;103,09;0,409;C;Slow;0;5
TMM-10-0574;TMM;Manitou;C10;183,17;0,365;C;Slow;0;5
MRT-10-0414;MRT;Manitou;C10;340,22;0,369;C;Slow;0;30
MRT-08-0419;MRT;Manitou;C08;50,95;0,407;C;Slow;0;3
MLT-06-0228;MLT;Manitou;C06;72,18;0,322;C;Slow;1;5
MLT-01-0366;MLT;Manitou;C01;41,97;0,384;C;Slow;0;10
MI-MC-07-0558;MI-MC;Manitou;C07;132,49;0,268;C;Slow;0;14
MI-MC-07-0499;MI-MC;Manitou;C07;173,26;0,268;C;Slow;1;30
MI-MC-08-0543;MI-MC;Manitou;C08;49,67;0,394;C;Slow;0;7
LOAD-05-0708;LOAD;Gehl;C05;160,65;0,406;C;Slow;0;45
MI-MC-03-0552;MI-MC;Manitou;C03;295,09;0,307;C;Slow;0;7
MT-10-0182;MT;Manitou;C10;288,85;0,277;C;Slow;1;30
MT-03-0039;MT;Manitou;C03;394,65;0,287;C;Slow;1;10
MRT-05-0381;MRT;Manitou;C05;218,22;0,349;C;Slow;0;14
MRT-07-0407;MRT;Manitou;C07;272,24;0,246;C;Slow;0;14
LOAD-05-0724;LOAD;Gehl;C05;241,54;0,328;C;Slow;0;45
MLT-05-0272;MLT;Manitou;C05;221,53;0,355;C;Slow;1;21
MT-09-0150;MT;Manitou;C09;66,03;0,441;C;Slow;0;45
MRT-05-0382;MRT;Manitou;C05;259,06;0,38;C;Slow;0;7
MLT-05-0327;MLT;Manitou;C05;105,45;0,325;C;Slow;0;30
MT-01-0103;MT;Manitou;C01;71,82;0,373;C;Slow;0;14
MT-09-0038;MT;Manitou;C09;365,28;0,424;C;Slow;0;45
MI-MC-02-0515;MI-MC;Manitou;C02;317,84;0,372;C;Slow;0;10
AWP-09-0659;AWP;Manitou;C09;223,19;0,457;C;Slow;1;30
MT-06-0007;MT;Manitou;C06;89,96;0,395;C;Slow;0;45
MRT-03-0372;MRT;Manitou;C03;187,81;0,259;C;Slow;0;7
MRT-02-0437;MRT;Manitou;C02;127,11;0,312;C;Slow;1;3
AWP-06-0681;AWP;Manitou;C06;96,29;0,332;C;Slow;1;30
MI-MC-02-0542;MI-MC;Manitou;C02;325,25;0,337;C;Slow;0;3
MLT-01-0332;MLT;Manitou;C01;60,63;0,459;C;Slow;0;45
MI-MC-02-0541;MI-MC;Manitou;C02;362,42;0,356;C;Slow;0;5
MT-05-0048;MT;Manitou;C05;255,07;0,374;C;Slow;0;14
LOAD-07-0738;LOAD;Gehl;C07;186,77;0,172;C;Slow;1;10
MLT-08-0355;MLT;Manitou;C08;60,27;0,463;C;Slow;1;30
LOAD-05-0736;LOAD;Gehl;C05;108,94;0,42;C;Slow;0;7
MT-10-0149;MT;Manitou;C10;194,81;0,307;C;Slow;0;45
MT-05-0016;MT;Manitou;C05;115,66;0,337;C;Slow;1;7
TMM-05-0582;TMM;Manitou;C05;240,85;0,382;C;Slow;0;30
MRT-04-0451;MRT;Manitou;C04;326,37;0,305;C;Slow;0;3
MLT-06-0248;MLT;Manitou;C06;129,57;0,353;C;Slow;0;21
AWP-08-0649;AWP;Manitou;C08;47,21;0,428;C;Slow;0;3
MLT-02-0348;MLT;Manitou;C02;356,82;0,339;C;Slow;1;14
AWP-01-0666;AWP;Manitou;C01;54,12;0,479;C;Slow;0;5
AWP-05-0696;AWP;Manitou;C05;200,46;0,403;C;Slow;1;3
MT-02-0080;MT;Manitou;C02;132,24;0,299;C;Slow;0;45
MT-08-0121;MT;Manitou;C08;54,49;0,406;C;Slow;0;21
MI-MC-07-0512;MI-MC;Manitou;C07;567,99;0,234;C;Slow;0;5
MT-07-0131;MT;Manitou;C07;147,4;0,175;C;Slow;0;3
AWP-02-0682;AWP;Manitou;C02;128,06;0,288;C;Slow;1;45
MLT-09-0240;MLT;Manitou;C09;216,79;0,374;C;Slow;0;14
AWP-03-0679;AWP;Manitou;C03;274,51;0,265;C;Slow;1;45
MLT-06-0224;MLT;Manitou;C06;140,02;0,343;C;Slow;1;45
MLT-04-0303;MLT;Manitou;C04;218,05;0,287;C;Slow;0;14
LOAD-M-03-0873;LOAD-M;Mustang;C03;747,59;0,291;C;Slow;1;45
MLT-06-0220;MLT;Manitou;C06;132,22;0,365;C;Slow;0;10
MLT-03-0280;MLT;Manitou;C03;360,14;0,284;C;Slow;1;14
MLT-09-0232;MLT;Manitou;C09;291,07;0,418;C;Slow;0;5
MT-02-0084;MT;Manitou;C02;169,57;0,31;C;Slow;0;3
MI-MC-07-0554;MI-MC;Manitou;C07;217,53;0,228;C;Slow;0;30
MLT-07-0200;MLT;Manitou;C07;216,75;0,166;C;Slow;0;21
MRT-05-0454;MRT;Manitou;C05;49,08;0,379;C;Slow;0;45
MLT-01-0206;MLT;Manitou;C01;39,82;0,459;C;Slow;0;14
MT-09-0034;MT;Manitou;C09;105,84;0,358;C;Slow;0;3
MRT-10-0415;MRT;Manitou;C10;176,91;0,319;C;Slow;0;7
MLT-02-0261;MLT;Manitou;C02;239,91;0,344;C;Slow;1;14
LOAD-M-03-0863;LOAD-M;Mustang;C03;150,17;0,35;C;Slow;0;10
LOAD-09-0771;LOAD;Gehl;C09;68,87;0,371;C;Slow;0;10
TMM-09-0610;TMM;Manitou;C09;211,97;0,359;C;Slow;0;3
MT-03-0059;MT;Manitou;C03;383,69;0,245;C;Slow;1;7
MRT-02-0413;MRT;Manitou;C02;104,42;0,382;C;Slow;0;10
MI-MC-01-0493;MI-MC;Manitou;C01;78,4;0,447;C;Slow;0;3
MI-MC-09-0522;MI-MC;Manitou;C09;284,73;0,456;C;Slow;0;3
MT-05-0012;MT;Manitou;C05;219,99;0,426;C;Slow;0;10
LOAD-05-0730;LOAD;Gehl;C05;112,98;0,434;C;Slow;1;3
TMM-03-0616;TMM;Manitou;C03;332,76;0,261;C;Slow;1;10
MLT-10-0260;MLT;Manitou;C10;156,26;0,285;C;Slow;1;14
MT-09-0061;MT;Manitou;C09;108,58;0,403;C;Slow;0;10
MT-08-0123;MT;Manitou;C08;53,4;0,485;C;Slow;0;3
LOAD-M-07-0813;LOAD-M;Mustang;C07;231,45;0,249;C;Slow;0;45
MLT-09-0282;MLT;Manitou;C09;130,49;0,447;C;Slow;0;5
MT-04-0003;MT;Manitou;C04;681,11;0,32;C;Slow;1;10
MT-02-0036;MT;Manitou;C02;389,96;0,287;C;Slow;1;5
AWP-05-0690;AWP;Manitou;C05;172,5;0,378;C;Slow;0;10
AWP-08-0662;AWP;Manitou;C08;64,37;0,466;C;Slow;0;21
MT-07-0091;MT;Manitou;C07;134,92;0,187;C;Slow;0;21
MI-MC-07-0524;MI-MC;Manitou;C07;215,28;0,191;C;Slow;0;7
MLT-08-0215;MLT;Manitou;C08;49,11;0,407;C;Slow;0;30
TMM-08-0622;TMM;Manitou;C08;59,6;0,459;C;Slow;0;30
MT-02-0166;MT;Manitou;C02;216,46;0,327;C;Slow;0;7
MT-02-0031;MT;Manitou;C02;261,57;0,392;C;Slow;0;10
MLT-10-0256;MLT;Manitou;C10;522,28;0,38;C;Slow;0;21
AWP-02-0634;AWP;Manitou;C02;238,81;0,293;C;Slow;0;10
MT-04-0057;MT;Manitou;C04;192,25;0,356;C;Slow;1;5
MLT-02-0278;MLT;Manitou;C02;219,43;0,34;C;Slow;1;30
LOAD-10-0783;LOAD;Gehl;C10;329,53;0,293;C;Slow;1;21
LOAD-10-0721;LOAD;Gehl;C10;161,86;0,303;C;Slow;0;10
MLT-10-0264;MLT;Manitou;C10;352,49;0,368;C;Slow;0;30
LOAD-09-0706;LOAD;Gehl;C09;211,27;0,368;C;Slow;0;30
MLT-07-0343;MLT;Manitou;C07;209,71;0,205;C;Slow;0;30
MT-10-0049;MT;Manitou;C10;171,2;0,333;C;Slow;0;3
MRT-02-0435;MRT;Manitou;C02;206,9;0,36;C;Slow;0;21
MLT-06-0305;MLT;Manitou;C06;158,33;0,38;C;Slow;0;45
MLT-04-0346;MLT;Manitou;C04;469,87;0,338;C;Slow;0;5
MI-MC-08-0468;MI-MC;Manitou;C08;65,13;0,475;C;Slow;1;45
MI-MC-09-0474;MI-MC;Manitou;C09;335,39;0,389;C;Slow;0;30
TMM-09-0571;TMM;Manitou;C09;175,66;0,375;C;Slow;1;3
MI-MC-10-0553;MI-MC;Manitou;C10;271,03;0,36;C;Slow;1;45
LOAD-05-0779;LOAD;Gehl;C05;120,63;0,352;C;Slow;0;30
MI-MC-09-0475;MI-MC;Manitou;C09;323,51;0,442;C;Slow;1;14
MRT-09-0416;MRT;Manitou;C09;151,89;0,371;C;Slow;0;30
LOAD-M-08-0859;LOAD-M;Mustang;C08;64,61;0,491;C;Slow;0;45
MT-07-0144;MT;Manitou;C07;376,12;0,231;C;Slow;0;7
MI-MC-06-0471;MI-MC;Manitou;C06;209,18;0,322;C;Slow;1;5
MI-MC-10-0484;MI-MC;Manitou;C10;214,8;0,297;C;Slow;1;21
MLT-02-0287;MLT;Manitou;C02;99,41;0,394;C;Slow;1;3
MT-02-0086;MT;Manitou;C02;212,95;0,391;C;Slow;0;5
MT-08-0072;MT;Manitou;C08;49,37;0,439;C;Slow;0;5
MRT-06-0456;MRT;Manitou;C06;51,84;0,333;C;Slow;0;10
MLT-03-0368;MLT;Manitou;C03;131,23;0,272;C;Slow;1;3
MLT-04-0235;MLT;Manitou;C04;227,78;0,324;C;Slow;0;5
TMM-06-0585;TMM;Manitou;C06;114,72;0,31;C;Slow;0;3
MT-06-0008;MT;Manitou;C06;167,3;0,335;C;Slow;1;45
MLT-08-0342;MLT;Manitou;C08;57,69;0,437;C;Slow;1;3
MRT-04-0442;MRT;Manitou;C04;223,9;0,29;C;Slow;0;7
MLT-02-0252;MLT;Manitou;C02;198,25;0,291;C;Slow;0;14
AWP-01-0701;AWP;Manitou;C01;43,91;0,383;C;Slow;1;14
MLT-04-0302;MLT;Manitou;C04;427,25;0,33;C;Slow;1;14
MRT-05-0383;MRT;Manitou;C05;115,82;0,36;C;Slow;1;45
LOAD-M-05-0841;LOAD-M;Mustang;C05;202,18;0,375;C;Slow;0;3
MI-MC-01-0531;MI-MC;Manitou;C01;24,06;0,372;C;Slow;0;10
LOAD-M-05-0861;LOAD-M;Mustang;C05;111,87;0,349;C;Slow;0;7
LOAD-M-05-0834;LOAD-M;Mustang;C05;167,8;0,389;C;Slow;0;45
AWP-01-0637;AWP;Manitou;C01;45,19;0,435;C;Slow;1;45
MT-09-0053;MT;Manitou;C09;162,49;0,366;C;Slow;0;7
MI-MC-09-0498;MI-MC;Manitou;C09;188,45;0,382;C;Slow;0;30
LOAD-09-0768;LOAD;Gehl;C09;91,38;0,436;C;Slow;1;14
MI-MC-04-0540;MI-MC;Manitou;C04;247,23;0,307;C;Slow;0;7
MLT-06-0365;MLT;Manitou;C06;197,84;0,333;C;Slow;0;10
LOAD-M-06-0810;LOAD-M;Mustang;C06;108,35;0,322;C;Slow;1;3
MT-08-0011;MT;Manitou;C08;50,23;0,398;C;Slow;0;45
AWP-09-0678;AWP;Manitou;C09;76,68;0,346;C;Slow;1;30
MT-03-0151;MT;Manitou;C03;272,61;0,253;C;Slow;0;14
MLT-08-0279;MLT;Manitou;C08;54,17;0,498;C;Slow;0;5
LOAD-05-0794;LOAD;Gehl;C05;58,98;0,425;C;Slow;0;45
MLT-09-0223;MLT;Manitou;C09;166,72;0,401;C;Slow;1;14
MI-MC-04-0506;MI-MC;Manitou;C04;240,91;0,367;C;Slow;0;10
LOAD-M-09-0862;LOAD-M;Mustang;C09;132,86;0,342;C;Slow;1;30
LOAD-M-06-0868;LOAD-M;Mustang;C06;112,65;0,351;C;Slow;1;30
LOAD-M-02-0817;LOAD-M;Mustang;C02;272,55;0,367;C;Slow;1;30
MT-08-0021;MT;Manitou;C08;38,1;0,427;C;Slow;0;3
AWP-02-0664;AWP;Manitou;C02;318,32;0,391;C;Slow;0;21
TMM-09-0569;TMM;Manitou;C09;151,18;0,348;C;Slow;0;10
MLT-01-0328;MLT;Manitou;C01;80,15;0,419;C;Slow;0;5
MT-09-0106;MT;Manitou;C09;127,14;0,43;C;Slow;1;21
MT-10-0070;MT;Manitou;C10;150,96;0,36;C;Slow;0;14
MI-MC-09-0538;MI-MC;Manitou;C09;82,33;0,401;C;Slow;0;30
LOAD-M-06-0825;LOAD-M;Mustang;C06;81,01;0,338;C;Slow;0;10
LOAD-08-0804;LOAD;Gehl;C08;39,61;0,407;C;Slow;1;14
AWP-06-0624;AWP;Manitou;C06;158,01;0,348;C;Slow;1;7
AWP-03-0670;AWP;Manitou;C03;198,65;0,336;C;Slow;0;5
AWP-06-0675;AWP;Manitou;C06;152,79;0,351;C;Slow;0;10
LOAD-07-0739;LOAD;Gehl;C07;282,24;0,178;C;Slow;0;45
LOAD-M-07-0864;LOAD-M;Mustang;C07;240,78;0,247;C;Slow;0;45
LOAD-M-05-0839;LOAD-M;Mustang;C05;143,56;0,323;C;Slow;0;14
AWP-10-0655;AWP;Manitou;C10;261,01;0,389;C;Slow;0;45
MLT-05-0316;MLT;Manitou;C05;80,93;0,402;C;Slow;0;3
MLT-05-0266;MLT;Manitou;C05;61,66;0,323;C;Slow;1;3
MI-MC-06-0520;MI-MC;Manitou;C06;179,03;0,364;C;Slow;1;5
AWP-09-0658;AWP;Manitou;C09;165,84;0,447;C;Slow;0;5
MRT-01-0394;MRT;Manitou;C01;42,41;0,427;C;Slow;0;45
MLT-02-0225;MLT;Manitou;C02;128,22;0,352;C;Slow;1;3
LOAD-M-03-0865;LOAD-M;Mustang;C03;155,16;0,307;C;Slow;0;10
LOAD-M-06-0847;LOAD-M;Mustang;C06;190,96;0,345;C;Slow;1;3
LOAD-M-06-0823;LOAD-M;Mustang;C06;106,05;0,327;C;Slow;0;30
TMM-08-0580;TMM;Manitou;C08;12,89;0,428;C;Slow;0;45
MI-MC-06-0501;MI-MC;Manitou;C06;96,92;0,367;C;Slow;0;3
TMM-09-0615;TMM;Manitou;C09;80,82;0,453;C;Slow;1;30
LOAD-04-0795;LOAD;Gehl;C04;452,12;0,306;C;Slow;0;3
LOAD-M-01-0821;LOAD-M;Mustang;C01;46,79;0,409;C;Slow;0;10
MRT-08-0378;MRT;Manitou;C08;23,14;0,499;C;Slow;1;3
LOAD-02-0711;LOAD;Gehl;C02;105,66;0,291;C;Slow;0;14
MI-MC-04-0485;MI-MC;Manitou;C04;166,81;0,326;C;Slow;1;45
MT-02-0172;MT;Manitou;C02;131,26;0,359;C;Slow;1;14
MT-10-0140;MT;Manitou;C10;180,02;0,31;C;Slow;0;3
MT-06-0073;MT;Manitou;C06;36,31;0,39;C;Slow;0;3
MRT-01-0436;MRT;Manitou;C01;72,96;0,465;C;Slow;1;10
MRT-09-0403;MRT;Manitou;C09;111,96;0,422;C;Slow;0;21
MLT-01-0273;MLT;Manitou;C01;69,1;0,462;C;Slow;1;14
MRT-03-0455;MRT;Manitou;C03;342,67;0,266;C;Slow;0;14
MT-05-0079;MT;Manitou;C05;225,37;0,437;C;Slow;1;30
LOAD-M-06-0845;LOAD-M;Mustang;C06;111,73;0,375;C;Slow;1;7
MI-MC-07-0547;MI-MC;Manitou;C07;108,01;0,18;C;Slow;1;21
LOAD-05-0717;LOAD;Gehl;C05;103,85;0,415;C;Slow;1;3
MT-08-0174;MT;Manitou;C08;13,1;0,438;C;Slow;0;14
AWP-05-0694;AWP;Manitou;C05;163,82;0,408;C;Slow;1;14
LOAD-M-08-0872;LOAD-M;Mustang;C08;32,9;0,418;C;Slow;0;45
MRT-06-0405;MRT;Manitou;C06;82,01;0,332;C;Slow;1;5
AWP-09-0669;AWP;Manitou;C09;106,69;0,45;C;Slow;1;7
MT-06-0137;MT;Manitou;C06;103,01;0,324;C;Slow;1;21
LOAD-02-0761;LOAD;Gehl;C02;273,91;0,33;C;Slow;0;14
TMM-07-0596;TMM;Manitou;C07;305,76;0,197;C;Slow;0;3
TMM-02-0564;TMM;Manitou;C02;84,84;0,296;C;Slow;1;45
TMM-01-0577;TMM;Manitou;C01;29,47;0,395;C;Slow;0;7
MT-03-0050;MT;Manitou;C03;257,13;0,277;C;Slow;1;7
MT-06-0082;MT;Manitou;C06;82,5;0,368;C;Slow;0;30
MT-02-0062;MT;Manitou;C02;83,22;0,296;C;Slow;0;3
MI-MC-03-0466;MI-MC;Manitou;C03;248,1;0,35;C;Slow;0;10
MRT-09-0438;MRT;Manitou;C09;145,99;0,454;C;Slow;0;10
MLT-09-0313;MLT;Manitou;C09;81,38;0,424;C;Slow;0;7
MLT-09-0323;MLT;Manitou;C09;166,98;0,383;C;Slow;0;14
LOAD-M-05-0843;LOAD-M;Mustang;C05;115,66;0,382;C;Slow;1;7
LOAD-M-06-0830;LOAD-M;Mustang;C06;116,22;0,328;C;Slow;0;45
MI-MC-07-0483;MI-MC;Manitou;C07;389,93;0,193;C;Slow;0;14
MI-MC-08-0504;MI-MC;Manitou;C08;49,95;0,447;C;Slow;1;10
MLT-04-0324;MLT;Manitou;C04;228,08;0,34;C;Slow;1;21
MT-08-0130;MT;Manitou;C08;24,37;0,482;C;Slow;1;45
MT-09-0122;MT;Manitou;C09;118,94;0,382;C;Slow;1;30
LOAD-05-0807;LOAD;Gehl;C05;241,4;0,393;C;Slow;1;7
LOAD-09-0725;LOAD;Gehl;C09;140,37;0,362;C;Slow;0;7
MLT-10-0286;MLT;Manitou;C10;207,24;0,342;C;Slow;0;3
MLT-01-0211;MLT;Manitou;C01;39,61;0,45;C;Slow;0;14
MT-09-0192;MT;Manitou;C09;316,18;0,441;C;Slow;0;45
LOAD-M-07-0853;LOAD-M;Mustang;C07;146,05;0,225;C;Slow;0;45
LOAD-M-01-0867;LOAD-M;Mustang;C01;59,92;0,431;C;Slow;0;7
MI-MC-01-0550;MI-MC;Manitou;C01;42,49;0,401;C;Slow;0;7
MRT-05-0443;MRT;Manitou;C05;130,1;0,417;C;Slow;1;30
LOAD-M-08-0866;LOAD-M;Mustang;C08;17,17;0,477;C;Slow;0;7
MT-01-0063;MT;Manitou;C01;57,84;0,442;C;Slow;0;5
TMM-02-0588;TMM;Manitou;C02;165,44;0,369;C;Slow;0;14
LOAD-08-0757;LOAD;Gehl;C08;65,37;0,436;C;Slow;0;21
TMM-06-0599;TMM;Manitou;C06;100,96;0,308;C;Slow;1;3
MLT-08-0269;MLT;Manitou;C08;26,25;0,466;C;Slow;0;5
MI-MC-01-0511;MI-MC;Manitou;C01;27,12;0,421;C;Slow;0;10
MT-07-0081;MT;Manitou;C07;163,01;0,183;C;Slow;1;10
MLT-05-0359;MLT;Manitou;C05;279,11;0,361;C;Slow;1;30
TMM-07-0621;TMM;Manitou;C07;144,21;0,248;C;Slow;0;7
MI-MC-02-0555;MI-MC;Manitou;C02;90,57;0,39;C;Slow;0;7
MI-MC-02-0526;MI-MC;Manitou;C02;202,14;0,297;C;Slow;0;14
MT-09-0064;MT;Manitou;C09;85,14;0,428;C;Slow;0;10
MT-08-0029;MT;Manitou;C08;33,68;0,504;C;Slow;1;7
MT-01-0101;MT;Manitou;C01;40,29;0,416;C;Slow;0;3
MRT-07-0385;MRT;Manitou;C07;510,7;0,279;C;Slow;1;7
AWP-10-0633;AWP;Manitou;C10;169,69;0,306;C;Slow;0;7
MI-MC-08-0557;MI-MC;Manitou;C08;24,85;0,469;C;Slow;0;10
MT-08-0026;MT;Manitou;C08;56,48;0,477;C;Slow;0;3
