OrderLineID;Date;SKU;DealerID;RegionID;QtaOrdinata;QtaEvasa;PrezzoUnitario;RicavoRiga;CostoRiga;TipoOrdine;SLA_richiesto_gg;FlagStockout;FlagOTIF
10008;2025-06-21;TMM-01-0595;D120;R3;1;1;80,84;80,84;46,09;Stock;5;0;1
10009;2025-05-10;MLT-10-0263;D034;R1;1;1;451,35;451,35;327,11;Stock;5;0;1
10010;2024-09-08;MT-07-0104;D058;R2;4;4;472,49;1889,96;1605,48;Stock;5;0;1
10011;2024-11-16;MLT-09-0334;D050;R2;7;7;329,95;2309,65;1380,82;Stock;3;0;1
10012;2025-05-28;MRT-10-0426;D085;R2;2;2;482,25;964,5;668,92;Stock;5;0;1
10013;2025-06-26;MI-MC-07-0558;D023;R1;2;2;128,52;257,04;193,96;Stock;2;0;1
10014;2025-08-07;MLT-06-0312;D023;R1;1;1;200,16;200,16;133,92;Stock;2;0;1
10015;2024-06-15;MLT-01-0213;D095;R3;1;1;17,69;17,69;9,74;Stock;5;0;1
10016;2025-10-05;MLT-06-0304;D117;R3;1;1;101,01;101,01;64,19;Stock;3;0;1
10017;2024-04-25;LOAD-M-01-0821;D065;R2;1;1;43,51;43,51;27,65;Stock;5;0;1
10018;2024-11-22;TMM-08-0589;D064;R2;1;1;30,89;30,89;19,47;Stock;5;0;1
10019;2024-11-12;LOAD-03-0715;D073;R2;1;1;314,53;314,53;222,87;VOR;1;0;1
10020;2025-12-14;MLT-04-0226;D015;R1;1;1;907,8;907,8;630,58;Stock;5;0;1
10021;2025-02-06;MT-09-0150;D042;R1;4;4;61,41;245,64;147,64;Stock;3;0;1
10022;2024-07-27;MLT-07-0349;D032;R1;5;5;437,69;2188,45;1912,45;VOR;1;0;0
10023;2025-05-06;MLT-10-0204;D027;R1;2;2;175,06;350,12;234,26;VOR;1;0;1
10024;2024-08-11;MLT-03-0325;D057;R2;1;1;721,38;721,38;518,35;VOR;1;0;1
10025;2025-05-20;MLT-07-0222;D012;R1;1;1;307,16;307,16;262,51;Stock;5;0;1
10026;2025-01-20;LOAD-04-0748;D065;R2;1;1;390,81;390,81;311,39;VOR;1;0;1
10027;2025-05-06;MLT-06-0312;D095;R3;1;1;200,16;200,16;133,92;Stock;3;0;1
10028;2024-07-15;LOAD-05-0713;D083;R2;1;1;236,86;236,86;166,82;VOR;1;0;1
10029;2025-04-19;MLT-07-0222;D108;R3;2;2;307,16;614,32;525,02;VOR;1;0;1
10030;2025-08-13;LOAD-08-0780;D067;R2;2;2;11,55;23,1;12,08;VOR;1;0;1
10031;2024-04-27;MT-08-0087;D078;R2;9;9;14,04;126,36;74,25;Stock;3;0;1
10032;2025-11-22;MLT-05-0219;D019;R1;2;2;240,54;481,08;289,14;VOR;1;0;1
10033;2024-12-30;MT-01-0132;D062;R2;4;4;51,52;206,08;147,56;VOR;1;0;1
10034;2024-04-05;MLT-06-0312;D037;R1;1;1;191,91;191,91;133,92;Stock;5;0;1
10035;2024-04-09;MT-03-0085;D060;R2;5;5;130,8;654,0;501,65;Stock;5;0;1
10036;2025-05-15;MI-MC-04-0502;D063;R2;1;1;291,84;291,84;234,47;Stock;5;0;1
10037;2025-01-06;LOAD-03-0743;D047;R1;3;3;553,3;1659,9;1269,72;VOR;1;0;1
10038;2024-05-19;MI-MC-01-0505;D012;R1;1;0;40,22;40,22;22,6;Stock;2;1;0
10039;2024-03-17;MLT-09-0340;D122;R3;2;2;330,11;660,22;420,28;Stock;3;0;1
10040;2024-10-07;MLT-01-0259;D021;R1;2;2;69,37;138,74;84,28;Stock;5;0;1
10041;2024-07-19;LOAD-M-01-0821;D069;R2;1;1;41,18;41,18;27,65;Stock;5;0;1
10042;2025-11-27;AWP-01-0680;D038;R1;1;1;55,54;55,54;35,4;Stock;3;0;1
10043;2024-12-10;MLT-08-0205;D003;R1;2;2;40,67;81,34;54,44;Stock;5;0;1
10044;2024-12-02;MT-07-0054;D029;R1;9;9;530,96;4778,64;3709,89;Stock;2;0;1
10045;2025-09-18;MT-05-0102;D063;R2;2;2;199,89;399,78;271,22;Stock;3;0;1
10046;2025-04-19;MRT-07-0401;D069;R2;3;3;127,91;383,73;347,52;Stock;3;0;1
10047;2024-04-25;MLT-03-0351;D026;R1;1;1;488,32;488,32;358,62;VOR;1;0;1
10048;2024-03-16;LOAD-10-0764;D057;R2;2;2;361,98;723,96;532,9;Stock;2;0;1
10049;2025-02-23;AWP-04-0693;D054;R2;1;1;652,59;652,59;478,32;Stock;5;0;1
10050;2024-05-28;MLT-08-0205;D063;R2;1;1;40,67;40,67;27,22;Stock;2;0;1
10051;2024-02-15;LOAD-03-0806;D057;R2;5;5;695,9;3479,5;2589,9;Stock;3;0;1
10052;2024-05-10;MT-09-0170;D089;R2;1;1;121,54;121,54;78,19;VOR;1;0;1
10053;2025-09-05;MLT-07-0294;D052;R2;1;1;339,95;339,95;301,94;Stock;5;0;1
10054;2025-04-22;MT-07-0138;D092;R2;2;2;164,61;329,22;264,08;Stock;2;0;1
10055;2025-07-22;MT-05-0016;D107;R3;1;0;107,56;107,56;76,68;VOR;1;1;0
10056;2024-12-19;MT-07-0018;D043;R1;1;1;278,88;278,88;238,06;VOR;1;0;1
10057;2025-07-10;MLT-07-0222;D021;R1;2;2;294,49;588,98;525,02;Stock;3;0;1
10058;2024-09-08;MT-02-0071;D067;R2;20;20;315,44;6308,8;4500,8;Stock;5;0;1
10059;2025-11-24;MT-02-0062;D119;R3;2;2;77,39;154,78;117,18;Stock;5;0;1
10060;2025-08-16;MI-MC-08-0468;D053;R2;4;4;60,57;242,28;136,76;VOR;1;0;1
10061;2025-04-08;MT-05-0016;D023;R1;1;1;112,19;112,19;76,68;VOR;1;0;1
10062;2025-10-23;AWP-10-0626;D079;R2;1;1;253,03;253,03;182,83;Stock;3;0;1
10063;2024-04-11;MRT-04-0384;D010;R1;1;1;562,28;562,28;411,49;Stock;2;0;1
10064;2024-09-22;MLT-07-0311;D019;R1;2;2;416,56;833,12;681,1;Stock;2;0;1
10065;2025-05-28;MI-MC-07-0558;D020;R1;1;0;116,59;116,59;96,98;Stock;2;1;0
10066;2025-11-17;AWP-03-0700;D041;R1;1;1;342,82;342,82;266,13;Stock;3;0;1
10067;2025-04-20;LOAD-05-0794;D059;R2;1;1;57,21;57,21;33,91;Stock;3;0;1
10068;2024-04-27;MT-05-0173;D077;R2;1;1;141,71;141,71;99,96;VOR;1;0;1
10069;2024-07-01;LOAD-M-08-0851;D066;R2;1;0;56,82;56,82;35,8;Stock;2;1;0
10070;2024-08-30;AWP-01-0652;D047;R1;11;11;19,48;214,28;118,8;Stock;2;0;1
10071;2024-05-24;MT-08-0186;D045;R1;11;11;62,29;685,19;382,36;Stock;3;0;1
10072;2025-05-15;MT-06-0168;D081;R2;1;1;136,46;136,46;89,61;Stock;2;0;1
10073;2024-06-09;LOAD-04-0791;D002;R1;4;4;321,45;1285,8;873,76;VOR;1;0;1
10074;2024-05-04;MI-MC-06-0519;D018;R1;1;1;75,21;75,21;46,06;Stock;2;0;1
10075;2025-02-10;LOAD-02-0703;D031;R1;2;2;304,52;609,04;470,62;VOR;1;0;0
10076;2024-11-03;AWP-09-0668;D073;R2;7;7;103,54;724,78;480,06;Stock;5;0;1
10077;2025-12-01;MT-06-0098;D065;R2;4;4;103,82;415,28;265,24;Stock;5;0;1
10078;2025-06-24;MT-07-0119;D073;R2;4;4;275,18;1100,72;871,12;Stock;2;0;1
10079;2024-12-12;MRT-10-0434;D114;R3;1;1;271,48;271,48;223,97;Stock;3;0;1
10080;2025-12-15;MLT-10-0318;D001;R1;1;1;384,99;384,99;273,86;Stock;5;0;1
10081;2025-06-28;MLT-07-0236;D021;R1;1;0;465,26;465,26;382,71;Stock;3;1;0
10082;2024-01-29;MT-03-0085;D077;R2;2;2;138,24;276,48;200,66;VOR;1;0;0
10083;2025-09-28;MI-MC-09-0498;D057;R2;4;4;182,8;731,2;465,84;Stock;3;0;1
10084;2024-07-15;LOAD-03-0806;D029;R1;1;1;667,2;667,2;517,98;Stock;3;0;1
10085;2025-08-16;MT-07-0081;D011;R1;6;6;158,12;948,72;799,08;Stock;3;0;1
10086;2024-11-13;MRT-02-0437;D114;R3;1;1;111,86;111,86;87,45;Stock;3;0;1
10087;2025-09-02;MT-03-0033;D043;R1;4;4;161,97;647,88;448,16;Stock;3;0;1
10088;2025-12-08;MRT-10-0373;D107;R3;2;2;374,78;749,56;565,8;Stock;2;0;1
10089;2025-02-09;MI-MC-09-0562;D075;R2;2;2;189,07;378,14;212,46;Stock;3;0;1
10090;2024-01-02;MLT-03-0331;D060;R2;1;0;272,17;272,17;210,62;Stock;5;1;0
10091;2024-01-17;MLT-06-0312;D014;R1;1;1;191,91;191,91;133,92;Stock;2;0;1
10092;2025-08-10;MLT-10-0204;D104;R3;4;4;158,81;635,24;468,52;Stock;5;0;1
10093;2025-03-19;MT-09-0170;D104;R3;2;0;110,26;220,52;156,38;VOR;1;1;0
10094;2024-09-23;MLT-07-0352;D040;R1;1;1;191,6;191,6;149,36;Stock;3;0;1
10095;2024-06-30;AWP-08-0639;D005;R1;5;5;18,48;92,4;59,2;Stock;2;0;1
10096;2024-12-12;TMM-06-0583;D051;R2;7;7;123,04;861,28;561,19;VOR;1;0;1
10097;2024-12-23;MT-10-0176;D035;R1;6;6;508,96;3053,76;2127,78;Stock;3;0;1
10098;2024-10-11;AWP-08-0639;D067;R2;6;6;20,37;122,22;71,04;Stock;2;0;1
10099;2024-03-26;MT-03-0020;D112;R3;4;4;469,94;1879,76;1377,76;VOR;1;0;1
10100;2025-04-01;MT-10-0049;D014;R1;1;1;159,22;159,22;114,19;Stock;2;0;1
10101;2025-03-16;LOAD-M-10-0835;D124;R4;5;5;268,93;1344,65;934,0;Stock;3;0;1
10102;2024-12-03;MLT-04-0258;D043;R1;1;1;269,96;269,96;176,45;Stock;2;0;1
10103;2024-06-25;MT-08-0027;D038;R1;1;1;54,67;54,67;35,35;Stock;2;0;1
10104;2025-04-23;MT-08-0155;D074;R2;1;1;54,14;54,14;30,62;Stock;3;0;1
10105;2025-12-31;MLT-04-0247;D100;R3;1;1;307,06;307,06;205,76;Stock;3;0;1
10106;2025-02-20;MLT-02-0339;D043;R1;3;3;135,32;405,96;267,87;Stock;2;0;1
10107;2024-02-29;MLT-09-0334;D014;R1;1;1;329,95;329,95;197,26;VOR;1;0;1
10108;2025-08-10;MI-MC-01-0493;D030;R1;3;3;76,05;228,15;130,08;Stock;3;0;1
10109;2025-02-28;LOAD-04-0781;D005;R1;2;2;844,33;1688,66;1352,86;Stock;5;0;1
10110;2024-11-12;AWP-02-0677;D001;R1;1;1;415,49;415,49;270,71;Stock;2;0;1
10111;2024-04-10;MT-01-0067;D114;R3;2;2;42,04;84,08;55,6;Stock;3;0;1
10112;2024-07-22;AWP-08-0639;D085;R2;1;1;19,53;19,53;11,84;Stock;2;0;1
10113;2025-04-12;MLT-03-0325;D009;R1;1;0;691,63;691,63;518,35;VOR;1;1;0
10114;2025-06-29;MT-07-0094;D073;R2;1;0;495,68;495,68;443,98;VOR;1;1;0
10115;2025-05-07;AWP-10-0642;D050;R2;1;0;493,88;493,88;324,47;Stock;3;1;0
10116;2024-11-26;MRT-03-0375;D014;R1;1;1;269,58;269,58;200,88;Stock;2;0;1
10117;2025-05-26;MT-08-0117;D031;R1;10;10;36,86;368,6;252,2;Stock;5;0;1
10118;2024-04-06;LOAD-M-03-0857;D061;R2;1;1;410,54;410,54;311,08;VOR;1;0;1
10119;2025-06-28;MI-MC-05-0470;D012;R1;2;2;218,44;436,88;297,26;Stock;5;0;1
10120;2025-12-26;MLT-06-0281;D057;R2;2;2;178,19;356,38;213,46;VOR;1;0;1
10121;2024-03-21;LOAD-08-0757;D022;R1;2;2;60,79;121,58;73,74;Stock;2;0;1
10122;2025-10-14;AWP-01-0684;D105;R3;1;1;55,28;55,28;35,87;Stock;3;0;1
10123;2025-05-22;MLT-08-0216;D051;R2;1;1;30,5;30,5;16,92;VOR;1;0;1
10124;2025-04-25;MT-03-0042;D036;R1;1;1;562,65;562,65;371,81;Stock;3;0;1
10125;2025-10-30;MT-06-0168;D087;R2;2;2;123,8;247,6;179,22;VOR;1;0;1
10126;2025-11-24;MT-06-0168;D092;R2;2;2;130,83;261,66;179,22;Stock;2;0;1
10127;2024-06-09;MI-MC-02-0530;D131;R4;1;1;369,92;369,92;278,83;Stock;3;0;1
10128;2024-09-11;MT-03-0107;D063;R2;1;1;664,72;664,72;494,01;VOR;1;0;1
10129;2024-03-26;MT-09-0184;D041;R1;2;2;363,63;727,26;405,62;Stock;3;0;1
10130;2025-09-18;MT-09-0170;D082;R2;1;1;121,54;121,54;78,19;VOR;1;0;1
10131;2025-07-16;MI-MC-09-0473;D007;R1;4;4;308,64;1234,56;775,24;Stock;3;0;1
10132;2025-10-27;MRT-10-0422;D136;R4;1;1;337,14;337,14;263,91;Stock;5;0;1
10133;2025-07-31;MLT-06-0312;D114;R3;5;5;181,59;907,95;669,6;Stock;2;0;1
10134;2025-05-28;MT-04-0154;D039;R1;6;6;859,17;5155,02;3778,56;Stock;2;0;1
10135;2024-05-01;MLT-10-0204;D062;R2;1;1;158,81;158,81;117,13;VOR;1;0;1
10136;2025-09-09;LOAD-09-0771;D042;R1;1;1;64,05;64,05;43,32;Stock;3;0;1
10137;2024-09-12;MRT-07-0452;D053;R2;1;1;385,51;385,51;328,72;VOR;1;0;1
10138;2024-01-20;AWP-03-0698;D063;R2;1;1;387,29;387,29;315,11;VOR;1;0;1
10139;2025-04-28;MT-04-0120;D013;R1;1;1;870,88;870,88;653,63;VOR;1;0;1
10140;2025-11-18;TMM-02-0564;D061;R2;1;1;82,29;82,29;59,73;Stock;2;0;1
10141;2024-05-28;LOAD-02-0751;D112;R3;3;3;280,37;841,11;584,94;Stock;3;0;1
10142;2025-06-27;MT-03-0085;D130;R4;1;0;144,18;144,18;100,33;Stock;3;1;0
10143;2025-10-16;MT-09-0017;D079;R2;1;0;342,31;342,31;213,85;Stock;5;1;0
10144;2025-03-27;MT-10-0114;D086;R2;3;3;231,99;695,97;457,05;Stock;2;0;1
10145;2025-03-26;MLT-08-0355;D039;R1;3;0;58,46;175,38;97,08;Stock;5;1;0
10146;2025-12-15;MRT-01-0394;D062;R2;3;3;37,32;111,96;72,9;Stock;2;0;1
10147;2025-08-29;MRT-10-0422;D022;R1;3;3;337,14;1011,42;791,73;Stock;5;0;1
10148;2025-07-23;LOAD-05-0714;D119;R3;1;1;214,6;214,6;139,83;VOR;1;0;1
10149;2025-12-15;LOAD-M-10-0835;D047;R1;2;2;280,49;560,98;373,6;Stock;3;0;1
10150;2025-10-11;MLT-01-0197;D062;R2;6;0;49,88;299,28;189,78;Stock;3;1;0
10151;2025-12-08;TMM-02-0605;D067;R2;1;1;147,48;147,48;95,94;Stock;3;0;1
10152;2024-05-02;TMM-09-0569;D025;R1;2;2;140,6;281,2;197,14;Stock;5;0;1
10153;2025-02-05;TMM-06-0565;D028;R1;9;0;130,06;1170,54;826,92;Stock;3;1;0
10154;2025-01-28;MT-09-0170;D007;R1;1;1;116,53;116,53;78,19;Stock;2;0;1
10155;2024-01-07;MLT-06-0361;D062;R2;1;0;55,57;55,57;42,63;VOR;1;1;0
10156;2025-08-19;MLT-08-0314;D085;R2;1;1;50,1;50,1;32,59;Stock;3;0;1
10157;2024-08-20;MLT-07-0354;D101;R3;3;3;480,44;1441,32;1313,58;Stock;2;0;1
10158;2025-10-08;MI-MC-03-0458;D087;R2;1;1;316,73;316,73;263,82;Stock;5;0;1
10159;2025-11-27;AWP-08-0702;D054;R2;2;0;35,02;70,04;39,08;Stock;3;1;0
10160;2024-03-21;AWP-03-0698;D050;R2;2;2;409,29;818,58;630,22;Stock;3;0;1
10161;2025-06-07;LOAD-04-0748;D030;R1;2;2;407,62;815,24;622,78;VOR;1;0;1
10162;2025-06-15;LOAD-05-0713;D085;R2;1;1;236,86;236,86;166,82;Stock;5;0;1
10163;2025-11-13;MI-MC-06-0487;D124;R4;1;1;122,31;122,31;88,38;VOR;1;0;1
10164;2024-02-16;MLT-06-0312;D081;R2;1;0;200,16;200,16;133,92;Stock;3;1;0
10165;2025-12-05;LOAD-02-0710;D060;R2;1;0;373,48;373,48;266,95;Stock;3;1;0
10166;2025-10-14;MLT-10-0204;D112;R3;3;3;158,81;476,43;351,39;VOR;1;0;1
10167;2024-12-02;MLT-05-0219;D068;R2;2;2;230,62;461,24;289,14;VOR;1;0;1
10168;2024-04-18;LOAD-04-0748;D050;R2;4;4;390,81;1563,24;1245,56;VOR;1;0;1
10169;2025-11-16;MLT-05-0266;D008;R1;7;7;59,81;418,67;292,18;VOR;1;0;1
10170;2025-12-17;MLT-09-0308;D063;R2;1;1;143,87;143,87;95,31;Stock;2;0;1
10171;2024-07-15;TMM-10-0604;D030;R1;9;9;388,0;3492,0;2617,2;Stock;3;0;1
10172;2025-05-26;MT-04-0015;D021;R1;6;6;267,62;1605,72;1258,68;VOR;1;0;1
10173;2024-01-12;MI-MC-01-0505;D021;R1;2;2;38,56;77,12;45,2;Stock;2;0;1
10174;2025-06-05;MLT-06-0345;D087;R2;4;4;149,76;599,04;448,6;Stock;2;0;1
10175;2025-10-08;MT-08-0155;D044;R1;2;2;51,23;102,46;61,24;Stock;3;0;1
10176;2025-12-25;MLT-10-0204;D030;R1;1;0;175,06;175,06;117,13;VOR;1;1;0
10177;2025-03-07;MT-08-0121;D119;R3;3;3;50,68;152,04;97,11;Stock;3;0;1
10178;2025-10-03;MI-MC-03-0458;D036;R1;4;4;349,12;1396,48;1055,28;Stock;3;0;1
10179;2024-09-02;MLT-06-0228;D050;R2;1;0;67,13;67,13;48,94;VOR;1;1;0
10180;2024-05-13;MLT-03-0325;D029;R1;1;0;691,63;691,63;518,35;Stock;3;1;0
10181;2025-05-27;MRT-10-0448;D061;R2;5;5;182,71;913,55;578,25;Stock;2;0;1
10182;2025-09-15;MI-MC-07-0524;D069;R2;2;0;189,45;378,9;348,32;Stock;3;1;0
10183;2024-12-07;MLT-05-0327;D133;R4;1;1;98,07;98,07;71,18;Stock;3;0;1
10184;2025-06-21;MT-01-0145;D103;R3;1;1;70,01;70,01;48,61;Stock;5;0;1
10185;2025-03-31;MLT-06-0312;D025;R1;1;1;191,91;191,91;133,92;Stock;5;0;1
10186;2024-03-21;AWP-10-0643;D044;R1;2;2;245,65;491,3;369,04;Stock;3;0;1
10187;2024-07-12;MLT-10-0229;D010;R1;1;1;384,31;384,31;270,33;Stock;2;0;1
10188;2024-12-17;MLT-06-0312;D025;R1;5;5;191,91;959,55;669,6;Stock;2;0;1
10189;2024-05-03;MT-09-0017;D076;R2;2;2;342,31;684,62;427,7;VOR;1;0;1
10190;2024-03-19;TMM-04-0603;D013;R1;2;2;311,47;622,94;458,82;Stock;2;0;1
10191;2025-09-07;MT-08-0175;D011;R1;14;14;12,07;168,98;100,8;Stock;5;0;1
10192;2024-10-28;MT-05-0173;D090;R2;1;1;134,09;134,09;99,96;VOR;1;0;1
10193;2025-10-05;MT-02-0055;D076;R2;4;4;289,68;1158,72;839,76;Stock;3;0;1
10194;2025-06-26;LOAD-M-01-0820;D112;R3;2;2;29,23;58,46;38,26;Stock;5;0;1
10195;2025-12-03;MT-05-0160;D127;R4;1;1;115,87;115,87;78,37;VOR;1;0;1
10196;2024-12-05;MT-07-0018;D018;R1;3;3;278,88;836,64;714,18;Stock;2;0;1
10197;2024-09-03;AWP-07-0686;D042;R1;1;1;407,21;407,21;353,35;VOR;1;0;1
10198;2024-08-25;MI-MC-06-0476;D119;R3;1;1;134,28;134,28;94,86;Stock;5;0;1
10199;2025-03-14;MLT-09-0334;D083;R2;1;1;329,95;329,95;197,26;VOR;1;0;1
10200;2024-12-10;MT-09-0170;D024;R1;1;1;116,53;116,53;78,19;VOR;1;0;1
10201;2025-08-08;LOAD-M-06-0831;D057;R2;2;2;167,45;334,9;236,16;Stock;5;0;1
10202;2025-12-08;MT-04-0028;D076;R2;1;1;517,07;517,07;405,32;Stock;2;0;1
10203;2025-01-03;MI-MC-06-0544;D113;R3;1;1;57,76;57,76;37,51;Stock;2;0;1
10204;2024-07-28;MLT-06-0312;D090;R2;1;0;181,59;181,59;133,92;Stock;5;1;0
10205;2025-07-01;MT-03-0033;D008;R1;1;1;161,97;161,97;112,04;Stock;3;0;1
10206;2025-10-04;LOAD-04-0746;D104;R3;1;1;767,32;767,32;641,76;VOR;1;0;1
10207;2024-11-06;LOAD-M-09-0876;D008;R1;2;2;164,72;329,44;185,78;Stock;2;0;1
10208;2025-06-09;MLT-10-0318;D063;R2;1;0;349,27;349,27;273,86;Stock;3;1;0
10209;2025-05-23;MI-MC-06-0487;D047;R1;1;1;127,57;127,57;88,38;VOR;1;0;1
10210;2025-06-23;LOAD-02-0703;D027;R1;1;1;335,67;335,67;235,31;VOR;1;0;1
10211;2024-02-08;LOAD-05-0713;D036;R1;1;1;247,05;247,05;166,82;VOR;1;0;1
10212;2024-01-18;MRT-04-0396;D108;R3;2;2;815,28;1630,56;1101,04;Stock;5;0;1
10213;2025-06-21;MT-05-0102;D064;R2;3;3;211,25;633,75;406,83;Stock;3;0;1
10214;2025-03-02;MT-10-0114;D099;R3;1;1;231,99;231,99;152,35;Stock;3;0;1
10215;2024-09-29;MT-09-0184;D015;R1;1;1;348,64;348,64;202,81;Stock;2;0;1
10216;2024-06-23;AWP-02-0677;D014;R1;1;1;398,36;398,36;270,71;Stock;2;0;1
10217;2025-12-23;LOAD-05-0807;D087;R2;2;2;212,43;424,86;293,06;VOR;1;0;1
10218;2025-10-03;MT-04-0113;D007;R1;1;1;243,44;243,44;190,3;Stock;3;0;1
10219;2024-11-09;MT-06-0073;D134;R4;3;3;33,77;101,31;66,45;Stock;5;0;1
10220;2025-09-13;AWP-04-0656;D022;R1;1;1;227,51;227,51;156,56;Stock;3;0;1
10221;2025-04-04;TMM-07-0563;D073;R2;1;1;385,39;385,39;309,97;Stock;3;0;1
10222;2024-02-17;MLT-06-0361;D048;R2;1;1;55,57;55,57;42,63;VOR;1;0;0
10223;2024-04-05;AWP-04-0672;D131;R4;1;1;858,47;858,47;691,39;Stock;3;0;1
10224;2025-04-14;AWP-05-0667;D090;R2;1;1;165,89;165,89;111,41;VOR;1;0;1
10225;2025-12-21;LOAD-03-0737;D088;R2;1;1;277,13;277,13;206,59;Stock;5;0;1
10226;2025-12-02;LOAD-07-0729;D132;R4;1;1;418,72;418,72;338,43;Stock;5;0;1
10227;2024-08-29;MRT-05-0383;D078;R2;6;6;101,92;611,52;444,72;VOR;1;0;0
10228;2024-11-02;MLT-06-0361;D048;R2;1;1;55,57;55,57;42,63;VOR;1;0;1
10229;2025-11-22;MLT-02-0278;D093;R3;2;0;212,85;425,7;289,64;VOR;1;1;0
10230;2025-04-06;MLT-10-0265;D083;R2;1;1;288,45;288,45;191,99;Stock;5;0;1
10231;2024-05-24;MLT-10-0204;D024;R1;1;1;167,84;167,84;117,13;Stock;2;0;1
10232;2025-08-18;MLT-07-0349;D138;R4;3;3;482,46;1447,38;1147,47;Stock;3;0;1
10233;2025-07-16;MRT-06-0405;D006;R1;3;3;72,17;216,51;164,34;VOR;1;0;1
10234;2024-11-06;MRT-03-0445;D097;R3;2;2;240,3;480,6;335,4;Stock;3;0;1
10235;2024-08-06;MLT-07-0311;D036;R1;2;2;416,56;833,12;681,1;Stock;2;0;1
10236;2025-09-27;MLT-06-0312;D015;R1;1;0;191,91;191,91;133,92;Stock;2;1;0
10237;2025-12-07;MT-04-0024;D101;R3;1;1;586,83;586,83;436,79;Stock;5;0;1
10238;2024-08-23;LOAD-07-0797;D045;R1;2;2;294,61;589,22;490,4;Stock;2;0;1
10239;2025-08-18;MRT-07-0453;D059;R2;1;1;534,57;534,57;448,04;Stock;2;0;1
10240;2025-12-22;MRT-10-0395;D011;R1;2;2;101,35;202,7;133,74;Stock;5;0;1
10241;2025-02-10;AWP-10-0628;D053;R2;3;3;391,31;1173,93;802,8;Stock;5;0;1
10242;2025-01-18;MRT-10-0395;D056;R2;1;0;97,17;97,17;66,87;Stock;3;1;0
10243;2025-04-18;MLT-05-0266;D033;R1;1;0;59,81;59,81;41,74;Stock;5;1;0
10244;2025-08-28;AWP-09-0627;D102;R3;1;1;217,83;217,83;128,36;Stock;3;0;1
10245;2024-10-19;MT-01-0145;D073;R2;1;1;73,99;73,99;48,61;Stock;3;0;1
10246;2024-10-16;MLT-07-0300;D105;R3;1;1;341,39;341,39;315,78;Stock;2;0;1
10247;2025-10-25;MT-05-0187;D120;R3;6;6;210,5;1263,0;778,62;Stock;3;0;1
10248;2025-07-20;MT-03-0033;D020;R1;2;2;146,94;293,88;224,08;Stock;2;0;1
10249;2025-05-01;MT-03-0108;D042;R1;1;0;367,15;367,15;270,82;Stock;5;1;0
10250;2024-09-13;LOAD-02-0710;D072;R2;1;0;411,68;411,68;266,95;VOR;1;1;0
10251;2024-06-25;MT-07-0009;D037;R1;1;0;106,78;106,78;87,26;Stock;2;1;0
10252;2024-11-02;LOAD-M-06-0812;D024;R1;1;1;164,79;164,79;112,69;VOR;1;0;1
10253;2025-07-06;MT-10-0128;D044;R1;1;1;300,06;300,06;214,14;Stock;2;0;1
10254;2024-12-22;MLT-07-0349;D097;R3;1;1;462,56;462,56;382,49;Stock;5;0;1
10255;2024-07-06;LOAD-03-0737;D077;R2;2;2;292,88;585,76;413,18;Stock;2;0;1
10256;2025-09-15;MRT-04-0412;D112;R3;1;1;434,17;434,17;367,57;Stock;2;0;1
10257;2025-05-23;MI-MC-10-0481;D092;R2;1;1;449,14;449,14;307,16;Stock;3;0;1
10258;2024-04-15;MT-07-0054;D002;R1;3;3;530,96;1592,88;1236,63;Stock;3;0;1
10259;2024-10-07;LOAD-09-0784;D078;R2;2;2;85,08;170,16;119,88;Stock;3;0;1
10260;2025-09-21;MT-05-0146;D027;R1;1;1;271,71;271,71;188,51;Stock;5;0;1
10261;2025-05-06;MLT-04-0367;D077;R2;2;2;712,18;1424,36;971,02;Stock;3;0;1
10262;2024-12-15;MRT-02-0409;D040;R1;1;1;289,81;289,81;211,9;Stock;3;0;1
10263;2024-02-02;MLT-07-0209;D050;R2;1;1;354,38;354,38;274,74;VOR;1;0;1
10264;2025-12-06;LOAD-10-0800;D134;R4;6;0;380,45;2282,7;1509,54;Stock;5;1;0
10265;2025-09-28;MT-05-0141;D105;R3;3;3;215,39;646,17;477,27;Stock;3;0;1
10266;2024-04-09;MLT-07-0262;D089;R2;2;2;361,94;723,88;602,24;Stock;5;0;1
10267;2025-08-03;MRT-05-0374;D039;R1;3;3;198,26;594,78;376,5;VOR;1;0;1
10268;2025-06-07;MLT-06-0312;D015;R1;2;2;191,91;383,82;267,84;VOR;1;0;1
10269;2024-03-07;MT-03-0110;D047;R1;1;1;276,47;276,47;211,48;VOR;1;0;1
10270;2024-10-02;MRT-09-0439;D047;R1;1;1;217,83;217,83;124,19;Stock;3;0;1
10271;2024-03-11;MRT-08-0378;D094;R3;1;1;22,45;22,45;11,59;Stock;3;0;1
10272;2025-08-14;MLT-07-0262;D075;R2;2;2;361,94;723,88;602,24;VOR;1;0;1
10273;2025-01-06;MT-09-0170;D009;R1;4;4;116,53;466,12;312,76;Stock;5;0;0
10274;2024-01-07;MLT-10-0362;D069;R2;1;1;444,95;444,95;312,47;Stock;5;0;1
10275;2024-06-07;MT-09-0038;D056;R2;1;1;339,71;339,71;210,4;Stock;3;0;1
10276;2024-12-17;MLT-07-0249;D097;R3;1;1;346,55;346,55;272,77;Stock;2;0;1
10277;2025-07-09;MI-MC-08-0468;D042;R1;2;2;60,57;121,14;68,38;VOR;1;0;1
