AnnoMese;SKU;GiacenzaPezzi;SafetyStock;ReorderPoint;ValoreGiacenza;GiorniCopertura;FlagStockout;FlagDeadStock
2025-12;MT-09-0017;41;14,3;26,3;8767,8;102,9;0;0
2024-01;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2024-02;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2024-03;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2024-04;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2024-05;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2024-06;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2024-07;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2024-08;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2024-09;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2024-10;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2024-11;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2024-12;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2025-01;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-02;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2025-03;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-04;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2025-05;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2025-06;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-07;MRT-03-0445;0;1;1,5;0,0;0,0;1;0
2025-08;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-09;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-10;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2025-11;MRT-03-0445;2;1;1,5;335,39;13,2;0;0
2025-12;MRT-03-0445;1;1;1,5;167,7;6,6;0;0
2024-01;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-02;MI-MC-02-0530;5;1,6;2,9;1394,15;26,7;0;0
2024-03;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-04;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2024-05;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-06;MI-MC-02-0530;1;1,6;2,9;278,83;5,3;0;0
2024-07;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-08;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2024-09;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-10;MI-MC-02-0530;0;1,6;2,9;0,0;0,0;1;0
2024-11;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2024-12;MI-MC-02-0530;4;1,6;2,9;1115,32;21,3;0;0
2025-01;MI-MC-02-0530;3;1,6;2,9;836,49;16,0;0;0
2025-02;MI-MC-02-0530;5;1,6;2,9;1394,15;26,7;0;0
2025-03;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2025-04;MI-MC-02-0530;1;1,6;2,9;278,83;5,3;0;0
2025-05;MI-MC-02-0530;0;1,6;2,9;0,0;0,0;1;0
2025-06;MI-MC-02-0530;0;1,6;2,9;0,0;0,0;1;0
2025-07;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2025-08;MI-MC-02-0530;6;1,6;2,9;1672,98;32,0;0;0
2025-09;MI-MC-02-0530;3;1,6;2,9;836,49;16,0;0;0
2025-10;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2025-11;MI-MC-02-0530;3;1,6;2,9;836,49;16,0;0;0
2025-12;MI-MC-02-0530;2;1,6;2,9;557,66;10,7;0;0
2024-01;MRT-03-0377;7;4,1;7,6;3236,23;91,6;0;0
2024-02;MRT-03-0377;7;4,1;7,6;3236,23;91,6;0;0
2024-03;MRT-03-0377;3;4,1;7,6;1386,96;39,3;0;0
2024-04;MRT-03-0377;4;4,1;7,6;1849,27;52,4;0;0
2024-05;MRT-03-0377;4;4,1;7,6;1849,27;52,4;0;0
2024-06;MRT-03-0377;13;4,1;7,6;6010,14;170,2;0;0
2024-07;MRT-03-0377;7;4,1;7,6;3236,23;91,6;0;0
2024-08;MRT-03-0377;4;4,1;7,6;1849,27;52,4;0;0
2024-09;MRT-03-0377;7;4,1;7,6;3236,23;91,6;0;0
2024-10;MRT-03-0377;12;4,1;7,6;5547,82;157,1;0;0
2024-11;MRT-03-0377;9;4,1;7,6;4160,87;117,8;0;0
2024-12;MRT-03-0377;8;4,1;7,6;3698,55;104,7;0;0
2025-01;MRT-03-0377;0;4,1;7,6;0,0;0,0;1;0
2025-02;MRT-03-0377;15;4,1;7,6;6934,78;196,4;0;0
2025-03;MRT-03-0377;8;4,1;7,6;3698,55;104,7;0;0
2025-04;MRT-03-0377;7;4,1;7,6;3236,23;91,6;0;0
2025-05;MRT-03-0377;6;4,1;7,6;2773,91;78,5;0;0
2025-06;MRT-03-0377;2;4,1;7,6;924,64;26,2;0;0
2025-07;MRT-03-0377;0;4,1;7,6;0,0;0,0;1;0
2025-08;MRT-03-0377;1;4,1;7,6;462,32;13,1;0;0
2025-09;MRT-03-0377;12;4,1;7,6;5547,82;157,1;0;0
2025-10;MRT-03-0377;6;4,1;7,6;2773,91;78,5;0;0
2025-11;MRT-03-0377;3;4,1;7,6;1386,96;39,3;0;0
2025-12;MRT-03-0377;1;4,1;7,6;462,32;13,1;0;0
2024-01;MT-04-0065;8;4,0;6,6;3902,62;44,3;0;0
2024-02;MT-04-0065;9;4,0;6,6;4390,45;49,8;0;0
2024-03;MT-04-0065;6;4,0;6,6;2926,97;33,2;0;0
2024-04;MT-04-0065;6;4,0;6,6;2926,97;33,2;0;0
2024-05;MT-04-0065;4;4,0;6,6;1951,31;22,2;0;0
2024-06;MT-04-0065;8;4,0;6,6;3902,62;44,3;0;0
2024-07;MT-04-0065;8;4,0;6,6;3902,62;44,3;0;0
2024-08;MT-04-0065;9;4,0;6,6;4390,45;49,8;0;0
2024-09;MT-04-0065;4;4,0;6,6;1951,31;22,2;0;0
2024-10;MT-04-0065;8;4,0;6,6;3902,62;44,3;0;0
2024-11;MT-04-0065;13;4,0;6,6;6341,76;72,0;0;0
2024-12;MT-04-0065;4;4,0;6,6;1951,31;22,2;0;0
2025-01;MT-04-0065;7;4,0;6,6;3414,79;38,8;0;0
2025-02;MT-04-0065;11;4,0;6,6;5366,11;60,9;0;0
2025-03;MT-04-0065;6;4,0;6,6;2926,97;33,2;0;0
2025-04;MT-04-0065;3;4,0;6,6;1463,48;16,6;0;0
2025-05;MT-04-0065;3;4,0;6,6;1463,48;16,6;0;0
2025-06;MT-04-0065;6;4,0;6,6;2926,97;33,2;0;0
2025-07;MT-04-0065;8;4,0;6,6;3902,62;44,3;0;0
2025-08;MT-04-0065;1;4,0;6,6;487,83;5,5;0;0
2025-09;MT-04-0065;9;4,0;6,6;4390,45;49,8;0;0
2025-10;MT-04-0065;4;4,0;6,6;1951,31;22,2;0;0
2025-11;MT-04-0065;3;4,0;6,6;1463,48;16,6;0;0
2025-12;MT-04-0065;7;4,0;6,6;3414,79;38,8;0;0
2024-01;MT-03-0107;3;2,4;3,9;1482,02;19,8;0;0
2024-02;MT-03-0107;7;2,4;3,9;3458,04;46,2;0;0
2024-03;MT-03-0107;1;2,4;3,9;494,01;6,6;0;0
2024-04;MT-03-0107;6;2,4;3,9;2964,03;39,6;0;0
2024-05;MT-03-0107;6;2,4;3,9;2964,03;39,6;0;0
2024-06;MT-03-0107;0;2,4;3,9;0,0;0,0;1;0
2024-07;MT-03-0107;0;2,4;3,9;0,0;0,0;1;0
2024-08;MT-03-0107;2;2,4;3,9;988,01;13,2;0;0
2024-09;MT-03-0107;6;2,4;3,9;2964,03;39,6;0;0
2024-10;MT-03-0107;3;2,4;3,9;1482,02;19,8;0;0
2024-11;MT-03-0107;0;2,4;3,9;0,0;0,0;1;0
2024-12;MT-03-0107;4;2,4;3,9;1976,02;26,4;0;0
2025-01;MT-03-0107;5;2,4;3,9;2470,03;33,0;0;0
2025-02;MT-03-0107;5;2,4;3,9;2470,03;33,0;0;0
2025-03;MT-03-0107;4;2,4;3,9;1976,02;26,4;0;0
2025-04;MT-03-0107;0;2,4;3,9;0,0;0,0;1;0
2025-05;MT-03-0107;4;2,4;3,9;1976,02;26,4;0;0
2025-06;MT-03-0107;5;2,4;3,9;2470,03;33,0;0;0
2025-07;MT-03-0107;3;2,4;3,9;1482,02;19,8;0;0
2025-08;MT-03-0107;4;2,4;3,9;1976,02;26,4;0;0
2025-09;MT-03-0107;5;2,4;3,9;2470,03;33,0;0;0
2025-10;MT-03-0107;4;2,4;3,9;1976,02;26,4;0;0
2025-11;MT-03-0107;2;2,4;3,9;988,01;13,2;0;0
2025-12;MT-03-0107;2;2,4;3,9;988,01;13,2;0;0
2024-01;MT-03-0020;25;18,6;30,2;8611,07;96,8;0;0
2024-02;MT-03-0020;50;18,6;30,2;17222,15;193,5;0;0
2024-03;MT-03-0020;13;18,6;30,2;4477,76;50,3;0;0
2024-04;MT-03-0020;33;18,6;30,2;11366,62;127,7;0;0
2024-05;MT-03-0020;37;18,6;30,2;12744,39;143,2;0;0
2024-06;MT-03-0020;9;18,6;30,2;3099,99;34,8;0;0
2024-07;MT-03-0020;22;18,6;30,2;7577,74;85,2;0;0
2024-08;MT-03-0020;0;18,6;30,2;0,0;0,0;1;0
2024-09;MT-03-0020;48;18,6;30,2;16533,26;185,8;0;0
2024-10;MT-03-0020;32;18,6;30,2;11022,17;123,9;0;0
2024-11;MT-03-0020;10;18,6;30,2;3444,43;38,7;0;0
2024-12;MT-03-0020;44;18,6;30,2;15155,49;170,3;0;0
2025-01;MT-03-0020;45;18,6;30,2;15499,93;174,2;0;0
2025-02;MT-03-0020;47;18,6;30,2;16188,82;181,9;0;0
2025-03;MT-03-0020;18;18,6;30,2;6199,97;69,7;0;0
2025-04;MT-03-0020;23;18,6;30,2;7922,19;89,0;0;0
2025-05;MT-03-0020;46;18,6;30,2;15844,37;178,1;0;0
2025-06;MT-03-0020;14;18,6;30,2;4822,2;54,2;0;0
2025-07;MT-03-0020;45;18,6;30,2;15499,93;174,2;0;0
2025-08;MT-03-0020;15;18,6;30,2;5166,64;58,1;0;0
2025-09;MT-03-0020;40;18,6;30,2;13777,72;154,8;0;0
2025-10;MT-03-0020;44;18,6;30,2;15155,49;170,3;0;0
2025-11;MT-03-0020;29;18,6;30,2;9988,84;112,3;0;0
2025-12;MT-03-0020;57;18,6;30,2;19633,25;220,6;0;0
2024-01;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2024-02;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2024-03;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2024-04;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2024-05;MRT-10-0450;0;1,3;2,4;0,0;0,0;1;0
2024-06;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2024-07;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2024-08;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2024-09;MRT-10-0450;4;1,3;2,4;937,48;36,9;0;0
2024-10;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2024-11;MRT-10-0450;0;1,3;2,4;0,0;0,0;1;0
2024-12;MRT-10-0450;3;1,3;2,4;703,11;27,7;0;0
2025-01;MRT-10-0450;3;1,3;2,4;703,11;27,7;0;0
2025-02;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2025-03;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2025-04;MRT-10-0450;0;1,3;2,4;0,0;0,0;1;0
2025-05;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2025-06;MRT-10-0450;3;1,3;2,4;703,11;27,7;0;0
2025-07;MRT-10-0450;0;1,3;2,4;0,0;0,0;1;0
2025-08;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2025-09;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2025-10;MRT-10-0450;2;1,3;2,4;468,74;18,5;0;0
2025-11;MRT-10-0450;1;1,3;2,4;234,37;9,2;0;0
2025-12;MRT-10-0450;4;1,3;2,4;937,48;36,9;0;0
2024-01;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2024-02;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2024-03;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2024-04;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2024-05;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2024-06;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2024-07;MLT-10-0254;0;1,3;2,4;0,0;0,0;1;0
2024-08;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2024-09;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2024-10;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2024-11;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2024-12;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2025-01;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2025-02;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2025-03;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2025-04;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2025-05;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2025-06;MLT-10-0254;2;1,3;2,4;469,58;5,6;0;0
2025-07;MLT-10-0254;0;1,3;2,4;0,0;0,0;1;0
2025-08;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2025-09;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2025-10;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2025-11;MLT-10-0254;3;1,3;2,4;704,38;8,4;0;0
2025-12;MLT-10-0254;1;1,3;2,4;234,79;2,8;0;0
2024-01;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2024-02;MLT-05-0284;6;2,7;4,3;805,14;10,8;0;0
2024-03;MLT-05-0284;2;2,7;4,3;268,38;3,6;0;0
2024-04;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2024-05;MLT-05-0284;2;2,7;4,3;268,38;3,6;0;0
2024-06;MLT-05-0284;5;2,7;4,3;670,95;9,0;0;0
2024-07;MLT-05-0284;8;2,7;4,3;1073,52;14,4;0;0
2024-08;MLT-05-0284;5;2,7;4,3;670,95;9,0;0;0
2024-09;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2024-10;MLT-05-0284;1;2,7;4,3;134,19;1,8;0;0
2024-11;MLT-05-0284;5;2,7;4,3;670,95;9,0;0;0
2024-12;MLT-05-0284;5;2,7;4,3;670,95;9,0;0;0
2025-01;MLT-05-0284;2;2,7;4,3;268,38;3,6;0;0
2025-02;MLT-05-0284;6;2,7;4,3;805,14;10,8;0;0
2025-03;MLT-05-0284;0;2,7;4,3;0,0;0,0;1;0
2025-04;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2025-05;MLT-05-0284;2;2,7;4,3;268,38;3,6;0;0
2025-06;MLT-05-0284;4;2,7;4,3;536,76;7,2;0;0
2025-07;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2025-08;MLT-05-0284;0;2,7;4,3;0,0;0,0;1;0
2025-09;MLT-05-0284;7;2,7;4,3;939,33;12,6;0;0
2025-10;MLT-05-0284;3;2,7;4,3;402,57;5,4;0;0
2025-11;MLT-05-0284;4;2,7;4,3;536,76;7,2;0;0
2025-12;MLT-05-0284;4;2,7;4,3;536,76;7,2;0;0
2024-01;LOAD-03-0753;8;5,4;8,8;2937,94;49,7;0;0
2024-02;LOAD-03-0753;15;5,4;8,8;5508,64;93,1;0;0
2024-03;LOAD-03-0753;7;5,4;8,8;2570,7;43,4;0;0
2024-04;LOAD-03-0753;7;5,4;8,8;2570,7;43,4;0;0
2024-05;LOAD-03-0753;5;5,4;8,8;1836,21;31,0;0;0
2024-06;LOAD-03-0753;10;5,4;8,8;3672,43;62,1;0;0
2024-07;LOAD-03-0753;2;5,4;8,8;734,49;12,4;0;0
2024-08;LOAD-03-0753;13;5,4;8,8;4774,16;80,7;0;0
2024-09;LOAD-03-0753;2;5,4;8,8;734,49;12,4;0;0
2024-10;LOAD-03-0753;5;5,4;8,8;1836,21;31,0;0;0
2024-11;LOAD-03-0753;0;5,4;8,8;0,0;0,0;1;0
2024-12;LOAD-03-0753;6;5,4;8,8;2203,46;37,2;0;0
2025-01;LOAD-03-0753;14;5,4;8,8;5141,4;86,9;0;0
2025-02;LOAD-03-0753;8;5,4;8,8;2937,94;49,7;0;0
2025-03;LOAD-03-0753;8;5,4;8,8;2937,94;49,7;0;0
2025-04;LOAD-03-0753;9;5,4;8,8;3305,19;55,9;0;0
2025-05;LOAD-03-0753;14;5,4;8,8;5141,4;86,9;0;0
2025-06;LOAD-03-0753;12;5,4;8,8;4406,91;74,5;0;0
2025-07;LOAD-03-0753;10;5,4;8,8;3672,43;62,1;0;0
2025-08;LOAD-03-0753;3;5,4;8,8;1101,73;18,6;0;0
2025-09;LOAD-03-0753;3;5,4;8,8;1101,73;18,6;0;0
2025-10;LOAD-03-0753;9;5,4;8,8;3305,19;55,9;0;0
2025-11;LOAD-03-0753;11;5,4;8,8;4039,67;68,3;0;0
2025-12;LOAD-03-0753;19;5,4;8,8;6977,61;117,9;0;0
2024-01;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2024-02;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2024-03;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2024-04;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2024-05;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2024-06;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2024-07;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2024-08;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2024-09;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2024-10;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2024-11;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2024-12;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2025-01;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2025-02;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-03;LOAD-04-0705;0;1;1,6;0,0;0,0;1;0
2025-04;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-05;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-06;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-07;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-08;LOAD-04-0705;3;1;1,6;1084,96;25,1;0;0
2025-09;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-10;LOAD-04-0705;1;1;1,6;361,65;8,4;0;0
2025-11;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2025-12;LOAD-04-0705;2;1;1,6;723,3;16,7;0;0
2024-01;LOAD-04-0747;20;7,1;13,1;5004,02;100,7;0;0
2024-02;LOAD-04-0747;0;7,1;13,1;0,0;0,0;1;0
2024-03;LOAD-04-0747;5;7,1;13,1;1251,0;25,2;0;0
2024-04;LOAD-04-0747;21;7,1;13,1;5254,22;105,7;0;0
2024-05;LOAD-04-0747;5;7,1;13,1;1251,0;25,2;0;0
2024-06;LOAD-04-0747;15;7,1;13,1;3753,01;75,5;0;0
2024-07;LOAD-04-0747;17;7,1;13,1;4253,42;85,6;0;0
2024-08;LOAD-04-0747;16;7,1;13,1;4003,22;80,6;0;0
2024-09;LOAD-04-0747;13;7,1;13,1;3252,61;65,5;0;0
2024-10;LOAD-04-0747;14;7,1;13,1;3502,81;70,5;0;0
2024-11;LOAD-04-0747;11;7,1;13,1;2752,21;55,4;0;0
2024-12;LOAD-04-0747;13;7,1;13,1;3252,61;65,5;0;0
2025-01;LOAD-04-0747;20;7,1;13,1;5004,02;100,7;0;0
2025-02;LOAD-04-0747;8;7,1;13,1;2001,61;40,3;0;0
2025-03;LOAD-04-0747;9;7,1;13,1;2251,81;45,3;0;0
2025-04;LOAD-04-0747;16;7,1;13,1;4003,22;80,6;0;0
2025-05;LOAD-04-0747;14;7,1;13,1;3502,81;70,5;0;0
2025-06;LOAD-04-0747;20;7,1;13,1;5004,02;100,7;0;0
2025-07;LOAD-04-0747;14;7,1;13,1;3502,81;70,5;0;0
2025-08;LOAD-04-0747;15;7,1;13,1;3753,01;75,5;0;0
2025-09;LOAD-04-0747;22;7,1;13,1;5504,42;110,8;0;0
2025-10;LOAD-04-0747;25;7,1;13,1;6255,02;125,9;0;0
2025-11;LOAD-04-0747;2;7,1;13,1;500,4;10,1;0;0
2025-12;LOAD-04-0747;5;7,1;13,1;1251,0;25,2;0;0
2024-01;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2024-02;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2024-03;LOAD-04-0707;4;2,4;4,3;1261,69;28,5;0;0
2024-04;LOAD-04-0707;3;2,4;4,3;946,27;21,4;0;0
2024-05;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2024-06;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2024-07;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2024-08;LOAD-04-0707;6;2,4;4,3;1892,54;42,8;0;0
2024-09;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2024-10;LOAD-04-0707;4;2,4;4,3;1261,69;28,5;0;0
2024-11;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2024-12;LOAD-04-0707;4;2,4;4,3;1261,69;28,5;0;0
2025-01;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2025-02;LOAD-04-0707;0;2,4;4,3;0,0;0,0;1;0
2025-03;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2025-04;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2025-05;LOAD-04-0707;3;2,4;4,3;946,27;21,4;0;0
2025-06;LOAD-04-0707;8;2,4;4,3;2523,38;57,0;0;0
2025-07;LOAD-04-0707;6;2,4;4,3;1892,54;42,8;0;0
2025-08;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2025-09;LOAD-04-0707;4;2,4;4,3;1261,69;28,5;0;0
2025-10;LOAD-04-0707;5;2,4;4,3;1577,12;35,6;0;0
2025-11;LOAD-04-0707;2;2,4;4,3;630,85;14,3;0;0
2025-12;LOAD-04-0707;6;2,4;4,3;1892,54;42,8;0;0
2024-01;MT-03-0047;6;2,1;3,9;1803,3;17,0;0;0
2024-02;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2024-03;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2024-04;MT-03-0047;6;2,1;3,9;1803,3;17,0;0;0
2024-05;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2024-06;MT-03-0047;6;2,1;3,9;1803,3;17,0;0;0
2024-07;MT-03-0047;1;2,1;3,9;300,55;2,8;0;0
2024-08;MT-03-0047;5;2,1;3,9;1502,75;14,2;0;0
2024-09;MT-03-0047;1;2,1;3,9;300,55;2,8;0;0
2024-10;MT-03-0047;5;2,1;3,9;1502,75;14,2;0;0
2024-11;MT-03-0047;0;2,1;3,9;0,0;0,0;1;0
2024-12;MT-03-0047;4;2,1;3,9;1202,2;11,3;0;0
2025-01;MT-03-0047;2;2,1;3,9;601,1;5,7;0;0
2025-02;MT-03-0047;2;2,1;3,9;601,1;5,7;0;0
2025-03;MT-03-0047;2;2,1;3,9;601,1;5,7;0;0
2025-04;MT-03-0047;1;2,1;3,9;300,55;2,8;0;0
2025-05;MT-03-0047;2;2,1;3,9;601,1;5,7;0;0
2025-06;MT-03-0047;4;2,1;3,9;1202,2;11,3;0;0
2025-07;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2025-08;MT-03-0047;5;2,1;3,9;1502,75;14,2;0;0
2025-09;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2025-10;MT-03-0047;1;2,1;3,9;300,55;2,8;0;0
2025-11;MT-03-0047;5;2,1;3,9;1502,75;14,2;0;0
2025-12;MT-03-0047;3;2,1;3,9;901,65;8,5;0;0
2024-01;MLT-06-0345;6;4,3;7,9;672,89;8,4;0;0
2024-02;MLT-06-0345;12;4,3;7,9;1345,78;16,7;0;0
2024-03;MLT-06-0345;4;4,3;7,9;448,59;5,6;0;0
2024-04;MLT-06-0345;3;4,3;7,9;336,45;4,2;0;0
2024-05;MLT-06-0345;3;4,3;7,9;336,45;4,2;0;0
2024-06;MLT-06-0345;8;4,3;7,9;897,19;11,2;0;0
2024-07;MLT-06-0345;18;4,3;7,9;2018,68;25,1;0;0
2024-08;MLT-06-0345;6;4,3;7,9;672,89;8,4;0;0
2024-09;MLT-06-0345;11;4,3;7,9;1233,63;15,3;0;0
2024-10;MLT-06-0345;10;4,3;7,9;1121,49;14,0;0;0
2024-11;MLT-06-0345;8;4,3;7,9;897,19;11,2;0;0
2024-12;MLT-06-0345;10;4,3;7,9;1121,49;14,0;0;0
2025-01;MLT-06-0345;5;4,3;7,9;560,74;7,0;0;0
2025-02;MLT-06-0345;7;4,3;7,9;785,04;9,8;0;0
2025-03;MLT-06-0345;0;4,3;7,9;0,0;0,0;1;0
2025-04;MLT-06-0345;8;4,3;7,9;897,19;11,2;0;0
2025-05;MLT-06-0345;4;4,3;7,9;448,59;5,6;0;0
2025-06;MLT-06-0345;4;4,3;7,9;448,59;5,6;0;0
2025-07;MLT-06-0345;2;4,3;7,9;224,3;2,8;0;0
2025-08;MLT-06-0345;0;4,3;7,9;0,0;0,0;1;0
2025-09;MLT-06-0345;5;4,3;7,9;560,74;7,0;0;0
2025-10;MLT-06-0345;5;4,3;7,9;560,74;7,0;0;0
2025-11;MLT-06-0345;7;4,3;7,9;785,04;9,8;0;0
2025-12;MLT-06-0345;13;4,3;7,9;1457,93;18,1;0;0
2024-01;LOAD-05-0713;9;5,9;9,7;1501,4;33,9;0;0
2024-02;LOAD-05-0713;19;5,9;9,7;3169,62;71,6;0;0
2024-03;LOAD-05-0713;3;5,9;9,7;500,47;11,3;0;0
2024-04;LOAD-05-0713;13;5,9;9,7;2168,69;49,0;0;0
2024-05;LOAD-05-0713;6;5,9;9,7;1000,93;22,6;0;0
2024-06;LOAD-05-0713;18;5,9;9,7;3002,8;67,9;0;0
2024-07;LOAD-05-0713;11;5,9;9,7;1835,04;41,5;0;0
2024-08;LOAD-05-0713;8;5,9;9,7;1334,58;30,2;0;0
2024-09;LOAD-05-0713;14;5,9;9,7;2335,51;52,8;0;0
2024-10;LOAD-05-0713;8;5,9;9,7;1334,58;30,2;0;0
2024-11;LOAD-05-0713;14;5,9;9,7;2335,51;52,8;0;0
2024-12;LOAD-05-0713;7;5,9;9,7;1167,75;26,4;0;0
2025-01;LOAD-05-0713;21;5,9;9,7;3503,26;79,2;0;0
2025-02;LOAD-05-0713;12;5,9;9,7;2001,86;45,2;0;0
2025-03;LOAD-05-0713;11;5,9;9,7;1835,04;41,5;0;0
2025-04;LOAD-05-0713;14;5,9;9,7;2335,51;52,8;0;0
2025-05;LOAD-05-0713;1;5,9;9,7;166,82;3,8;0;0
2025-06;LOAD-05-0713;3;5,9;9,7;500,47;11,3;0;0
2025-07;LOAD-05-0713;6;5,9;9,7;1000,93;22,6;0;0
2025-08;LOAD-05-0713;13;5,9;9,7;2168,69;49,0;0;0
2025-09;LOAD-05-0713;13;5,9;9,7;2168,69;49,0;0;0
